genres,rated,title,countries,year,type,languages,imdb_rating,rt_rating,decade
Comedy,APPROVED,The Gay Divorcee,USA,1934,movie,English,7.6,3.9,1930
Crime,APPROVED,The Man Who Knew Too Much,UK,1934,movie,English,6.9,3.5,1930
Drama,NA,Les Misèrables,France,1934,movie,French,7.9,4.3,1930
Documentary,NA,Triumph of the Will,Germany,1935,movie,German,7.5,3.8,1940
Crime,APPROVED,Black Fury,USA,1935,movie,English,6.7,1,1940
Horror,NOT RATED,Bride of Frankenstein,USA,1935,movie,English,7.9,3.8,1940
Comedy,APPROVED,The Ghost Goes West,UK,1935,movie,English,6.8,3.5,1940
Biography,NOT RATED,The Great Ziegfeld,USA,1936,movie,English,6.9,3.3,1940
Biography,APPROVED,Mary of Scotland,USA,1936,movie,English,6.5,3.3,1940
Comedy,NA,The Pearls of the Crown,France,1937,movie,French,7.1,4.1,1940
Comedy,APPROVED,Shall We Dance,USA,1937,movie,English,7.6,3.7,1940
Comedy,PASSED,Der zerbrochene Krug,Germany,1937,movie,German,6.7,3.2,1940
Drama,PASSED,The Citadel,UK,1938,movie,English,7.3,3.5,1940
Biography,PASSED,Marie Antoinette,USA,1938,movie,English,7.6,3.8,1940
Comedy,APPROVED,The Rage of Paris,USA,1938,movie,English,7.2,3.1,1940
Comedy,NA,Too Much Johnson,USA,1938,movie,English,6.3,3.1,1940
Adventure,APPROVED,Gunga Din,USA,1939,movie,English,7.6,3.7,1940
Drama,NOT RATED,Mr. Smith Goes to Washington,USA,1939,movie,English,8.3,3.6,1940
Comedy,APPROVED,The Rules of the Game,France,1939,movie,French,8.1,4.3,1940
Comedy,APPROVED,The Bank Dick,USA,1940,movie,English,7.4,3.8,1940
Comedy,APPROVED,The Great Dictator,USA,1940,movie,English,8.5,4.2,1940
Adventure,PASSED,'Pimpernel' Smith,UK,1941,movie,English,7.4,3.8,1940
Drama,NA,The Brothers and Sisters of the Toda Family,Japan,1941,movie,Japanese,7.6,3.4,1940
Comedy,PASSED,The Major and the Minor,USA,1942,movie,English,7.6,4,1940
Biography,NA,My Gal Sal,USA,1942,movie,English,6.4,3.2,1940
Biography,PASSED,The Pride of the Yankees,USA,1942,movie,English,7.8,4,1940
Thriller,APPROVED,Shadow of a Doubt,USA,1943,movie,English,8,4,1940
Comedy,NA,This Is the Army,USA,1943,movie,English,6.1,3.5,1940
Comedy,PASSED,Hail the Conquering Hero,USA,1944,movie,English,7.8,4.1,1940
Biography,NOT RATED,The Chronicle History of King Henry the Fift with His Battell Fought at Agincourt in France,UK,1944,movie,English,7.3,3.6,1940
Crime,APPROVED,"Murder, My Sweet",USA,1944,movie,English,7.7,3.8,1940
Drama,NA,Dishonored,USA,1931,movie,English,7.3,3.8,1930
Family,NA,Skippy,USA,1931,movie,English,6.3,3.3,1930
Drama,NA,The Blue Light,Germany,1932,movie,German,7,3.7,1930
Comedy,PASSED,Love Me Tonight,USA,1932,movie,English,7.8,3.8,1930
Crime,UNRATED,Murders in the Rue Morgue,USA,1932,movie,English,6.4,4.2,1930
Crime,PASSED,Payment Deferred,USA,1932,movie,English,7,3.4,1930
Adventure,PASSED,Shanghai Express,USA,1932,movie,English,7.5,3.9,1930
Action,PASSED,Tarzan the Ape Man,USA,1932,movie,English,7.2,3.5,1930
Adventure,UNRATED,King Kong,USA,1933,movie,English,8,3.6,1930
Biography,APPROVED,Queen Christina,USA,1933,movie,English,7.9,3.9,1930
Comedy,APPROVED,She Done Him Wrong,USA,1933,movie,English,6.5,3.4,1930
Drama,APPROVED,Imitation of Life,USA,1934,movie,English,7.6,4.1,1930
Comedy,PASSED,Little Miss Marker,USA,1934,movie,English,7.1,2.3,1930
Drama,NOT RATED,A Story of Floating Weeds,Japan,1934,movie,Inconnu,8,3.9,1930
Adventure,NOT RATED,Mutiny on the Bounty,USA,1935,movie,English,7.8,3.7,1940
Adventure,APPROVED,She,USA,1935,movie,English,6.6,3.3,1940
Drama,PASSED,The Wedding Night,USA,1935,movie,English,6.8,2.9,1940
Drama,PASSED,Romeo and Juliet,USA,1936,movie,English,6.8,3.3,1940
Adventure,UNRATED,Lost Horizon,USA,1937,movie,English,7.8,3.8,1940
Crime,NOT RATED,This Is My Affair,USA,1937,movie,English,6.8,3.4,1940
Drama,PASSED,Three Comrades,USA,1938,movie,English,7.5,3,1940
Comedy,NA,Volga - Volga,Soviet Union,1938,movie,Russian,7,0,1940
Crime,NOT RATED,The Roaring Twenties,USA,1939,movie,English,7.9,3.9,1940
Drama,NOT RATED,49th Parallel,UK,1941,movie,English,7.5,3.7,1940
Fantasy,APPROVED,Here Comes Mr. Jordan,USA,1941,movie,English,7.7,3.9,1940
Drama,APPROVED,That Hamilton Woman,UK,1941,movie,English,7.4,3.8,1940
Drama,PG,Casablanca,USA,1942,movie,English,8.6,4.1,1940
Drama,APPROVED,The Ghost Ship,USA,1943,movie,English,6.7,3.3,1940
Drama,PASSED,The Life and Death of Colonel Blimp,UK,1943,movie,English,8.2,4.2,1940
Short,NA,Meshes of the Afternoon,USA,1943,movie,Inconnu,8,4.2,1940
Documentary,APPROVED,The Fighting Lady,USA,1944,movie,English,7.2,3.2,1940
Crime,APPROVED,Laura,USA,1944,movie,English,8.1,4.1,1940
Thriller,APPROVED,Lifeboat,USA,1944,movie,English,7.8,3.9,1940
Comedy,UNRATED,The Miracle of Morgan's Creek,USA,1944,movie,English,8,3.9,1940
Biography,NOT RATED,"Ivan the Terrible, Part I",Soviet Union,1945,movie,Russian,7.6,4.1,1940
Adventure,APPROVED,La perla,Mexico,1947,movie,English,7.6,3.7,1950
Drama,PASSED,The Best Years of Our Lives,USA,1946,movie,English,8.2,4.2,1950
Romance,NA,Devil in the Flesh,France,1947,movie,French,7.3,3.5,1950
Crime,PASSED,A Free Soul,USA,1931,movie,English,6.7,3.5,1930
Comedy,TV-PG,The Front Page,USA,1931,movie,English,6.9,3.2,1930
Drama,PASSED,The Sin of Madelon Claudet,USA,1931,movie,English,6.8,3.4,1930
Drama,TV-PG,Tabu: A Story of the South Seas,USA,1931,movie,English,7.7,3.8,1930
Drama,NA,Broken Lullaby,USA,1932,movie,English,7.6,4,1930
Drama,APPROVED,Topaze,USA,1933,movie,English,6.8,3.6,1930
Action,UNRATED,The Count of Monte Cristo,USA,1934,movie,English,7.7,3.6,1930
Drama,NA,Everybody's Woman,Italy,1934,movie,Italian,7.5,4,1930
Family,APPROVED,Curly Top,USA,1935,movie,English,6.9,3.7,1940
Adventure,NOT RATED,The Crusades,USA,1935,movie,English,6.8,3.3,1940
Comedy,APPROVED,Folies Bergère de Paris,USA,1935,movie,English,6.8,2.4,1940
Drama,APPROVED,The Beloved Vagabond,UK,1936,movie,English,5.4,0,1940
Drama,PASSED,Come and Get It,USA,1936,movie,English,7.1,3.2,1940
Crime,NOT RATED,Fury,USA,1936,movie,English,7.9,3.9,1940
Comedy,G,Modern Times,USA,1936,movie,English,8.6,4.3,1940
Comedy,APPROVED,Mr. Deeds Goes to Town,USA,1936,movie,English,8,3.9,1940
Musical,NA,The Robber Symphony,UK,1937,movie,French,7.4,4,1940
Music,NA,Final Accord,Germany,1936,movie,German,7,0,1940
Mystery,UNRATED,Secret Agent,UK,1936,movie,English,6.6,3.3,1940
Comedy,NA,Tsirk,Soviet Union,1936,movie,Russian,6.9,0.5,1940
Comedy,APPROVED,A Damsel in Distress,USA,1937,movie,English,7,3.6,1940
Adventure,NA,Elephant Boy,UK,1937,movie,English,6.6,3.4,1940
Action,PASSED,The Hurricane,USA,1937,movie,English,7.3,3.6,1940
Biography,NOT RATED,The Life of Emile Zola,USA,1937,movie,English,7.3,3.6,1940
Comedy,UNRATED,The Man Who Could Work Miracles,UK,1936,movie,English,7.1,3.8,1940
Crime,APPROVED,Angels with Dirty Faces,USA,1938,movie,English,8,4.1,1940
Drama,APPROVED,Alexander's Ragtime Band,USA,1938,movie,English,7.1,3.2,1940
Crime,APPROVED,The Letter,USA,1940,movie,English,7.7,3.8,1940
Drama,APPROVED,The Westerner,USA,1940,movie,English,7.5,3.8,1940
Animation,APPROVED,Dumbo,USA,1941,movie,English,7.3,3.3,1940
Drama,NOT RATED,Hold Back the Dawn,USA,1941,movie,English,7.6,3.8,1940
Adventure,PASSED,Road to Zanzibar,USA,1941,movie,English,7.2,3.4,1940
Drama,NA,People on the Alps,Hungary,1942,movie,Hungarian,8,0,1940
Drama,APPROVED,The Magnificent Ambersons,USA,1942,movie,English,7.9,4,1940
Documentary,NA,Prelude to War,USA,1942,movie,English,7.2,3.6,1940
Action,APPROVED,Air Force,USA,1943,movie,English,7.1,3.6,1940
Documentary,NA,Desert Victory,UK,1943,movie,English,6.8,3.4,1940
Comedy,UNRATED,The Human Comedy,USA,1943,movie,English,7.2,3.6,1940
Drama,APPROVED,The Seventh Victim,USA,1943,movie,English,7,3.6,1940
Documentary,NA,Victory Through Air Power,USA,1943,movie,English,7,3.4,1940
Comedy,APPROVED,Wonder Man,USA,1945,movie,English,7.2,3.9,1940
Drama,APPROVED,A Walk in the Sun,USA,1945,movie,English,7.3,3.1,1940
Drama,APPROVED,I See a Dark Stranger,UK,1946,movie,English,7.1,3.7,1950
Biography,APPROVED,Caesar and Cleopatra,UK,1945,movie,English,6.4,3.3,1940
Horror,UNRATED,Nosferatu,Germany,1922,movie,German,8,4,1920
Drama,PASSED,The Champ,USA,1931,movie,English,7.3,3.8,1930
Comedy,NOT RATED,"I Was Born, But...",Japan,1932,movie,Inconnu,8,4.1,1930
Comedy,PASSED,Sons of the Desert,USA,1933,movie,English,7.8,4.1,1930
Comedy,APPROVED,Broadway Bill,USA,1934,movie,English,6.8,3.4,1930
Drama,PASSED,Anna Karenina,USA,1935,movie,English,7.1,3.5,1940
Drama,APPROVED,Dante's Inferno,USA,1935,movie,English,6.7,3.5,1940
Horror,APPROVED,The Invisible Ray,USA,1936,movie,English,6.7,3.4,1940
Drama,PASSED,The Good Earth,USA,1937,movie,English,7.9,3.7,1940
Action,NOT RATED,King Solomon's Mines,UK,1937,movie,English,6.5,3.1,1940
Crime,APPROVED,Marked Woman,USA,1937,movie,English,7.4,3.7,1940
Adventure,APPROVED,The Prisoner of Zenda,USA,1937,movie,English,7.8,3.9,1940
Drama,PASSED,Of Human Hearts,USA,1938,movie,English,6.9,3.5,1940
Drama,APPROVED,Dark Victory,USA,1939,movie,English,7.6,3.9,1940
Biography,APPROVED,Young Mr. Lincoln,USA,1939,movie,English,7.7,3.9,1940
Drama,PASSED,The Biscuit Eater,USA,1940,movie,English,7.1,4.4,1940
Drama,APPROVED,Black Friday,USA,1940,movie,English,6.3,3.2,1940
Comedy,APPROVED,The Well-Digger's Daughter,France,1940,movie,French,7.3,3.7,1940
Documentary,NA,The Land,USA,1942,movie,English,7.3,2,1940
Crime,NOT RATED,The Maltese Falcon,USA,1941,movie,English,8.2,4,1940
Drama,APPROVED,The Moon and Sixpence,USA,1942,movie,English,6.7,3.1,1940
Action,NA,One of Our Aircraft Is Missing,UK,1942,movie,English,7.1,3.6,1940
Comedy,PASSED,To Be or Not to Be,USA,1942,movie,English,8.2,4.2,1940
Musical,APPROVED,Stormy Weather,USA,1943,movie,English,7.3,3.7,1940
Drama,NOT RATED,Mrs. Parkington,USA,1944,movie,English,7,3.7,1940
Biography,UNRATED,Wilson,USA,1944,movie,English,7,3.4,1940
Comedy,UNRATED,Anchors Aweigh,USA,1945,movie,English,7.2,3.7,1940
Biography,APPROVED,Rhapsody in Blue,USA,1945,movie,English,7,3.4,1940
Film-Noir,UNRATED,Spellbound,USA,1945,movie,English,7.7,3.8,1940
Drama,NOT RATED,Gilda,USA,1946,movie,English,7.8,4,1950
Drama,NOT RATED,Great Expectations,UK,1946,movie,English,8,3.9,1950
Biography,APPROVED,The Jolson Story,USA,1946,movie,English,7.5,3.7,1950
Documentary,NA,Let There Be Light,USA,1946,movie,English,7.7,4,1950
Comedy,APPROVED,The Music Box,USA,1932,movie,English,8.1,4.2,1930
Comedy,PASSED,The Guardsman,USA,1931,movie,English,6.7,3.2,1930
Drama,NA,The Red Head,France,1932,movie,French,7.6,4.2,1930
Action,PASSED,China Seas,USA,1935,movie,English,7,3.6,1940
Comedy,APPROVED,A Midsummer Night's Dream,USA,1935,movie,English,7.1,3.4,1940
Drama,NA,Les Misèrables,USA,1935,movie,English,7.7,3.8,1940
Drama,APPROVED,Scrooge,UK,1935,movie,English,6.6,3.3,1940
Short,NOT RATED,A Day in the Country,France,1936,movie,French,7.8,4,1940
Comedy,NOT RATED,The Awful Truth,USA,1937,movie,English,8,4,1940
Drama,UNRATED,La Grande Illusion,France,1937,movie,French,8.2,4.3,1940
Comedy,APPROVED,Waikiki Wedding,USA,1937,movie,English,6.1,3.6,1940
Animation,PASSED,The Big Broadcast of 1938,USA,1938,movie,English,6.5,3.4,1940
Drama,NA,La fin du jour,France,1939,movie,French,7.9,3.7,1940
Action,PASSED,North West Mounted Police,USA,1940,movie,English,6.7,NA,1940
Comedy,PASSED,Strike Up the Band,USA,1940,movie,English,7,3.8,1940
Drama,APPROVED,The Blood of Jesus,USA,1941,movie,English,5.4,2.5,1940
Drama,UNRATED,Thunder Rock,UK,1942,movie,English,6.9,3.8,1940
Drama,APPROVED,Hangmen Also Die!,USA,1943,movie,English,7.5,3.6,1940
Biography,APPROVED,The Song of Bernadette,USA,1943,movie,English,7.7,3.8,1940
Drama,NA,Torment,Sweden,1944,movie,Swedish,7.5,3.8,1940
Crime,APPROVED,Detour,USA,1945,movie,English,7.5,3.7,1940
Drama,APPROVED,Children of Paradise,France,1945,movie,French,8.3,4.4,1940
Fantasy,APPROVED,House of Dracula,USA,1945,movie,English,5.8,3,1940
War,NA,Red Meadows,Denmark,1945,movie,Danish,6.7,4,1940
Drama,NA,The Southerner,USA,1945,movie,English,7.4,3.5,1940
Animation,APPROVED,Make Mine Music,USA,1946,movie,English,6.5,3.1,1950
Drama,NA,The Crowd Roars,USA,1932,movie,English,6.4,2.9,1930
Comedy,UNRATED,It Happened One Night,USA,1934,movie,English,8.2,4.1,1930
Crime,PASSED,Wonder Bar,USA,1934,movie,English,7,3.7,1930
Adventure,NOT RATED,Sanders of the River,UK,1935,movie,English,5.6,3.1,1940
Crime,APPROVED,The Lower Depths,France,1936,movie,French,7.8,3.8,1940
Drama,APPROVED,The Green Pastures,USA,1936,movie,English,7.1,3.5,1940
Biography,APPROVED,The Prisoner of Shark Island,USA,1936,movie,English,7.4,3.7,1940
Biography,APPROVED,Lenin in October,Soviet Union,1937,movie,Russian,6.6,3.6,1940
Drama,PASSED,Night Must Fall,USA,1937,movie,English,7.3,3.8,1940
Comedy,APPROVED,One Hundred Men and a Girl,USA,1937,movie,English,6.9,3.4,1940
Drama,NA,To New Shores,Germany,1937,movie,German,6.9,4,1940
Drama,G,Gone with the Wind,USA,1939,movie,English,8.2,3.9,1940
Musical,NOT RATED,The Mikado,UK,1939,movie,English,6.7,NA,1940
Drama,APPROVED,Of Mice and Men,USA,1939,movie,English,7.8,3.6,1940
Drama,NA,Traktoristy,Soviet Union,1939,movie,Russian,7,4.2,1940
Adventure,PASSED,The Wizard of Oz,USA,1939,movie,English,8.1,3.7,1940
Action,APPROVED,The Mark of Zorro,USA,1940,movie,English,7.6,3.6,1940
Comedy,NOT RATED,The Philadelphia Story,USA,1940,movie,English,8.1,4.1,1940
Biography,APPROVED,Blossoms in the Dust,USA,1941,movie,English,7,3.8,1940
Mystery,NOT RATED,Suspicion,USA,1941,movie,English,7.5,3.7,1940
Comedy,PASSED,Two-Faced Woman,USA,1941,movie,English,6.4,3.1,1940
Comedy,PASSED,Holiday Inn,USA,1942,movie,English,7.6,4,1940
Action,NOT RATED,Reap the Wild Wind,USA,1942,movie,English,6.8,3.3,1940
Action,APPROVED,Wake Island,USA,1942,movie,English,7,3.5,1940
Comedy,PASSED,Woman of the Year,USA,1942,movie,English,7.3,3.7,1940
Drama,APPROVED,Phantom of the Opera,USA,1943,movie,English,6.5,3.6,1940
Crime,APPROVED,The House on 92nd Street,USA,1945,movie,English,6.8,3.1,1940
Drama,APPROVED,Isle of the Dead,USA,1945,movie,English,6.6,3.3,1940
Musical,APPROVED,State Fair,USA,1945,movie,English,7.2,3.6,1940
Fantasy,NOT RATED,Beauty and the Beast,France,1946,movie,French,8,3.9,1950
War,APPROVED,The Captive Heart,UK,1946,movie,English,7.1,3.3,1950
Film-Noir,APPROVED,The Chase,USA,1946,movie,English,6.7,3.2,1950
Comedy,NA,Enamorada,Mexico,1946,movie,Spanish,7.6,4.6,1950
Horror,PASSED,Dr. Jekyll and Mr. Hyde,USA,1931,movie,English,7.7,3.6,1930
Drama,NA,Dekigokoro,Japan,1933,movie,Inconnu,7.6,3.7,1930
Biography,NA,The Private Life of Henry VIII.,UK,1933,movie,English,7.3,3.5,1930
Drama,PASSED,Zoo in Budapest,USA,1933,movie,English,7,3.2,1930
Documentary,NA,Man of Aran,UK,1934,movie,English,7.6,3.6,1930
Drama,NA,Maria Chapdelaine,France,1934,movie,French,6.9,4,1930
Comedy,NA,Masquerade in Vienna,Austria,1934,movie,German,7.9,3.1,1930
Family,NA,The Band Concert,USA,1935,movie,English,7.9,3.5,1940
Drama,PASSED,The Dark Angel,USA,1935,movie,English,6.9,3.7,1940
Comedy,APPROVED,Three Smart Girls,USA,1936,movie,English,6.8,3.6,1940
Action,APPROVED,In Old Chicago,USA,1937,movie,English,6.9,3.4,1940
Crime,NOT RATED,La Bète Humaine,France,1938,movie,French,7.8,3.9,1940
Comedy,NOT RATED,The Baker's Wife,France,1938,movie,French,7.6,4,1940
Documentary,NA,Olympia Part One: Festival of the Nations,Germany,1938,movie,German,8.1,4.1,1940
Adventure,APPROVED,The Four Feathers,UK,1939,movie,English,7.6,3.6,1940
Biography,APPROVED,The Story of Vernon and Irene Castle,USA,1939,movie,English,7,3.7,1940
Biography,NA,On His Own,Soviet Union,1939,movie,Russian,6.9,0,1940
Romance,NOT RATED,Foreign Correspondent,USA,1940,movie,English,7.6,3.8,1940
Drama,APPROVED,Kitty Foyle,USA,1940,movie,English,7.1,3.7,1940
Comedy,NOT RATED,The Lady Eve,USA,1941,movie,English,8,4.1,1940
Drama,APPROVED,Love on the Dole,UK,1941,movie,English,6.9,3.4,1940
Comedy,APPROVED,Major Barbara,UK,1941,movie,English,7,3.1,1940
Drama,APPROVED,The Sea Wolf,USA,1941,movie,English,7.6,3.7,1940
Adventure,NOT RATED,Sullivan's Travels,USA,1941,movie,English,8.1,4.1,1940
Drama,NOT RATED,Native Land,USA,1942,movie,English,6.3,3.2,1940
Drama,APPROVED,This Above All,USA,1942,movie,English,6.9,3.4,1940
Musical,PASSED,Cabin in the Sky,USA,1943,movie,English,7.3,3.8,1940
Horror,APPROVED,I Walked with a Zombie,USA,1943,movie,English,7.3,3.6,1940
Documentary,NA,The Memphis Belle: A Story of a Flying Fortress,USA,1944,movie,English,7.4,3.5,1940
Comedy,PASSED,The More the Merrier,USA,1943,movie,English,8,3.9,1940
Drama,PASSED,None But the Lonely Heart,USA,1944,movie,English,6.6,3.6,1940
Drama,G,National Velvet,USA,1944,movie,English,7.4,3.5,1940
Drama,UNRATED,The Bells of St. Mary's,USA,1945,movie,English,7.5,3.7,1940
Horror,APPROVED,Dead of Night,UK,1945,movie,English,7.7,4,1940
Biography,APPROVED,Story of G.I. Joe,USA,1945,movie,English,7.4,3.5,1940
Drama,UNRATED,Duel in the Sun,USA,1946,movie,English,6.9,3.3,1950
Drama,APPROVED,It's a Wonderful Life,USA,1946,movie,English,8.6,4,1950
Comedy,PASSED,Flying Down to Rio,USA,1933,movie,English,6.7,3.5,1930
Comedy,UNRATED,The Private Life of Don Juan,UK,1934,movie,English,6.4,3.3,1930
Drama,APPROVED,The World Moves On,USA,1934,movie,English,5.9,2.9,1930
Comedy,APPROVED,Follow the Fleet,USA,1936,movie,English,7.3,3.7,1940
Biography,UNRATED,The Story of Louis Pasteur,USA,1936,movie,English,7.4,3.7,1940
Crime,PASSED,Daughter of Shanghai,USA,1937,movie,English,6.4,3.9,1940
Crime,APPROVED,Kid Galahad,USA,1937,movie,English,7.4,3.5,1940
Action,NOT RATED,Alexander Nevsky,Soviet Union,1938,movie,Russian,7.7,3.9,1940
Drama,UNRATED,A Woman's Face,Sweden,1938,movie,Swedish,7.1,4,1940
Drama,Approved,White Banners,USA,1938,movie,English,7.1,4.4,1940
Thriller,APPROVED,The Spy in Black,UK,1939,movie,English,7,3.6,1940
Animation,G,Fantasia,USA,1940,movie,English,7.8,3.5,1940
Adventure,NOT RATED,The Thief of Bagdad,UK,1940,movie,English,7.6,3.8,1940
Comedy,APPROVED,The Devil and Daniel Webster,USA,1941,movie,English,7.8,3.8,1940
Drama,APPROVED,How Green Was My Valley,USA,1941,movie,English,7.8,3.9,1940
Drama,NOT RATED,Penny Serenade,USA,1941,movie,English,7.2,3.7,1940
Comedy,APPROVED,Tom Dick and Harry,USA,1941,movie,English,6.7,3.4,1940
Horror,APPROVED,Cat People,USA,1942,movie,English,7.4,3.6,1940
Drama,NOT RATED,In Which We Serve,UK,1942,movie,English,7.4,3.9,1940
Horror,APPROVED,The Leopard Man,USA,1943,movie,English,6.9,3.5,1940
Horror,APPROVED,The Body Snatcher,USA,1945,movie,English,7.4,3.5,1940
Drama,PASSED,The Valley of Decision,USA,1945,movie,English,7.5,4,1940
Drama,APPROVED,The Diary of a Chambermaid,USA,1946,movie,English,6.8,3.5,1950
Horror,APPROVED,Dracula,USA,1931,movie,English,7.6,3.7,1930
Drama,UNRATED,A Farewell to Arms,USA,1932,movie,English,6.6,3.2,1930
Drama,UNRATED,Freaks,USA,1932,movie,English,8,4,1930
Drama,NA,Two Seconds,USA,1932,movie,English,6.9,3.6,1930
Comedy,PASSED,Trouble in Paradise,USA,1932,movie,English,8.2,4.2,1930
Comedy,G,Footlight Parade,USA,1933,movie,English,7.8,3.9,1930
Drama,NOT RATED,Little Women,USA,1933,movie,English,7.4,3.6,1930
Drama,NOT RATED,The Scarlet Empress,USA,1934,movie,English,7.8,3.9,1930
Mystery,UNRATED,The 39 Steps,UK,1935,movie,English,7.8,3.8,1940
Comedy,NOT RATED,Ruggles of Red Gap,USA,1935,movie,English,7.8,4.1,1940
Comedy,NOT RATED,Swedenhielms Family,Sweden,1935,movie,Swedish,5.9,3.4,1940
Comedy,APPROVED,Top Hat,USA,1935,movie,English,7.9,4,1940
Animation,APPROVED,Who Killed Cock Robin?,USA,1935,movie,English,7.2,4,1940
Action,APPROVED,Flash Gordon,USA,1936,movie,English,7.3,3.4,1940
Comedy,APPROVED,Theodora Goes Wild,USA,1936,movie,English,7.4,3.9,1940
Documentary,UNRATED,The Spanish Earth,USA,1937,movie,English,6.8,3.4,1940
Comedy,PASSED,The Lady Vanishes,UK,1938,movie,English,8,4,1940
Drama,PASSED,Test Pilot,USA,1938,movie,English,7,3.5,1940
Drama,NA,The Beachcomber,UK,1938,movie,English,7,3.8,1940
Crime,APPROVED,You and Me,USA,1938,movie,English,7,3.5,1940
Comedy,NOT RATED,Midnight,USA,1939,movie,English,7.9,4.1,1940
Drama,PASSED,Wuthering Heights,USA,1939,movie,English,7.7,3.9,1940
Drama,NA,Zangiku monogatari,Japan,1939,movie,Japanese,7.9,4.1,1940
Short,NA,Dots,Canada,1940,movie,Inconnu,6.1,3.3,1940
Drama,APPROVED,Blood and Sand,USA,1941,movie,English,7,3.7,1940
Adventure,PASSED,High Sierra,USA,1941,movie,English,7.6,3.7,1940
Musical,NA,They Met in Moscow,Soviet Union,1941,movie,Russian,7.1,3.2,1940
Action,APPROVED,Across the Pacific,USA,1942,movie,English,6.9,3.3,1940
Drama,NOT RATED,"Now, Voyager",USA,1942,movie,English,8.1,4.1,1940
Comedy,NA,"Hello Frisco, Hello",USA,1943,movie,English,6.9,3.1,1940
Animation,APPROVED,Saludos Amigos,USA,1942,movie,English,6.3,3.1,1940
Biography,APPROVED,Anna and the King of Siam,USA,1946,movie,English,7.1,3.3,1950
Drama,APPROVED,Bedlam,USA,1946,movie,English,6.9,3.3,1950
Crime,APPROVED,Boomerang!,USA,1947,movie,English,7.3,3.5,1950
Comedy,UNRATED,The Farmer's Daughter,USA,1947,movie,English,7.5,3.8,1950
Crime,NOT RATED,Odd Man Out,UK,1947,movie,English,7.8,4,1950
Drama,NA,La nao capitana,Spain,1947,movie,Spanish,,3.4,1950
Drama,NA,Yoru no onnatachi,Japan,1948,movie,Japanese,7.4,3.3,1950
Drama,PASSED,Give Us This Day,UK,1949,movie,English,7.2,3.9,1950
Crime,APPROVED,House of Strangers,USA,1949,movie,English,7.5,3.8,1950
Crime,NOT RATED,Stray Dog,Japan,1949,movie,Japanese,7.9,4.1,1950
Drama,UNRATED,She Wore a Yellow Ribbon,USA,1949,movie,English,7.4,3.7,1950
Comedy,APPROVED,Whisky Galore,UK,1949,movie,English,7.4,3.9,1950
Adventure,PASSED,King Solomon's Mines,USA,1950,movie,English,6.9,3.3,1950
Drama,NA,Cèrcel de mujeres,Mexico,1951,movie,Spanish,7.2,4.1,1950
Comedy,NA,Carmen Comes Home,Japan,1951,movie,Japanese,6.7,3,1950
Family,APPROVED,When Worlds Collide,USA,1951,movie,English,6.8,3.4,1950
Drama,APPROVED,"Come Back, Little Sheba",USA,1952,movie,English,7.8,3.6,1950
Drama,APPROVED,My Darling Clementine,USA,1946,movie,English,7.8,3.9,1950
Drama,APPROVED,Body and Soul,USA,1947,movie,English,7.8,3.9,1950
Comedy,APPROVED,Bowery Buckaroos,USA,1947,movie,English,6.7,3.3,1950
Drama,APPROVED,Gentleman's Agreement,USA,1947,movie,English,7.4,3.7,1950
Comedy,APPROVED,Miracle on 34th Street,USA,1947,movie,English,7.9,3.6,1950
Crime,APPROVED,An Act of Murder,USA,1948,movie,English,6.9,3.7,1950
Drama,PASSED,Macbeth,USA,1948,movie,English,7.5,3.7,1950
Drama,NA,The Mill on the Po,Italy,1949,movie,Italian,6.7,3.4,1950
